,word,hash1,hash2,rel1,rel2,rel3,rel4,rel5
3107,toothbrush_bristle,#interesting,#joyful,tartar_control_toothpaste,toothpaste,gel_toothpaste,toothbrush_head,dental_floss
3108,go_over,#admirable,#interesting,acknowledge,organize_data,recognize_pattern,deduce,figure_out
3109,gunwale,#interesting,#admirable,propeller,hull,cleat,boat_part,stern
3110,gay_person,#joyful,#admirable,homosexual,same_sex_attraction,gay,unconventional,open_minded
3111,trepidly,#interesting,#joyful,boding,premonition,presentiment,foreboding,presage
3112,ale,#joyful,#surprising,scotch,bourbon,vodka,brandy,whiskey
3113,disc,#surprising,#admirable,cassette,cd-rom,music_storage,store_music,compact_disc
3114,disk,#angry,#disgusting,software_crash,old_computer,seventy,music_storage,old_technology
3115,combustible,#sad,#scared,flame,flammable,dangerous,incendiary,heat
3116,sentimental,#sad,#disgusting,phone_bill,delay,lose_sleep,stress,startle
3117,programme,#interesting,#admirable,episode,jeopardy,sitcom,replay,describe
3118,louvre,#interesting,#admirable,smithsonian,car_race,room_temperature,auction,another_planet
3119,crush,#angry,#disgusting,strike,tingle,affect,shudder,smash
3120,transmit_signal,#interesting,#admirable,lean,bury_dead,wooden_box,inside_body,body
3121,gun_knife,#angry,#disgusting,weapon,atomic_bomb,hydrogen_bomb,shotgun,dangerous_weapon
3122,face_paint,#joyful,#interesting,face,paint,fun,enjoy_moment,carnival
3123,minor,#scared,#sad,expiable,excusable,forgivable,venial,pardonable
3124,grid_object,#interesting,#admirable,hang_up,think,cogitate,brainstorm,make_right_decision
3125,wrestler,#interesting,#joyful,several_types,put_mask,suspect,gas_stove,wrestling
3126,atrocious,#sad,#scared,horrifying,dreadfully,horrifyingly,horrified,horribly
3127,goad,#angry,#disgusting,prod,spur,needle,urging,prick
3128,overbalance,#angry,#disgusting,preponderate,outweigh,predominate,capsize,upset
3129,goat,#interesting,#admirable,servant,hog,lamb,peasant,shepherd
3130,algebra,#interesting,#admirable,calculus,math,mathematics,math_equation,mathematical_function
3131,shady,#scared,#disgusting,suspect,fishy,funny,louche,fly-by-night
3132,tweezer,#interesting,#joyful,chisel,power_drill,razor_blade,knife,vise
3133,satisfy_appetite,#joyful,#admirable,munch,able_eat,nourishment,replenish_energy,sustenance
3134,get_job_done,#admirable,#interesting,earn_paycheck,support_family,make_live,make_money,accomplish
3135,nicotine,#sad,#scared,tobacco,cigar,cigarette_smoke,tobacco_product,cigarette
3136,speak_human_language,#interesting,#joyful,like_play,human_language,eat_dog,control_weather,travel_fast_light
3137,expect,#sad,#scared,regard,expectation,admire,desire,affection
3138,inflated,#sad,#disgusting,pretentious,hifalutin,snooty,highfalutin,portentous
3139,reverent,#interesting,#admirable,reverently,hero-worship,venerate,idolize,veneration
3140,clandestine,#scared,#disgusting,secret,hush-hush,hugger-mugger,cloak-and-dagger,hole-and-corner
3141,sympathy,#interesting,#admirable,empathy,kindness,sympathize,sympathize_with,sympathetic
3142,part_of_band,#interesting,#joyful,play_stringed_instrument,make_beautiful_music,keep_beat,make_music,chamber_music
3143,turn_on_radio,#interesting,#admirable,listen_cd,play_cd,play_music,play_tune,music_album
3144,architect,#interesting,#admirable,building,vocation,finish_school,engineer,reporter
3145,suspicious,#scared,#disgusting,mistrustful,untrusting,leery,fishy,wary
3146,shepherd,#interesting,#joyful,servant,goat,lamb,peasant,hog
3147,spurious,#scared,#disgusting,misbegotten,inauthentic,misbegot,bastardly,specious
3148,buy_flower,#joyful,#interesting,buy_condom,drive_home,want_marry,wear_protection,love_back
3149,wake_up,#interesting,#admirable,awake,get_up_early,drink_coffee,drink_milk,have_breakfast
3150,replenish_energy,#joyful,#interesting,munch,satisfy_appetite,nourishment,able_eat,sustenance
3151,sail_around_world,#joyful,#interesting,storm_out_room,voice_concern,forward_email,age_gracefully,bicycle_across_town
3152,deal_card_player,#sad,#scared,forward_email,stand_alone,explain_everything,bridge_difference,mind_store
3153,gather_team,#joyful,#interesting,form_team,buy_ball,suit_up,join_team,ball_player
3154,political,#interesting,#admirable,kingdom,aboriginal,socialism,feudalism,type_of_government
3155,checkbook,#joyful,#interesting,spare_change,checkbook_cover,savings,banknote,billfold
3156,think_critically,#interesting,#joyful,think_issue,correct_mistake,lose_key,age_gracefully,master_new_skill
3157,cup_tea,#joyful,#interesting,romance_novel,hold_book,instinct,feel_warm,tea
3158,orbit_sun,#surprising,#admirable,spherical,round_orb,three_dimensions,seen_night_sky,round
3159,immediately,#joyful,#admirable,now_time,right_now,contemporary,timely,time
3160,many_fishes,#interesting,#admirable,porpoise,horizon,seahorse,sea_wee,mermaid
3161,pessimistically,#sad,#scared,pessimism,pessimistic,dispiritedly,hopelessness,hopelessly
3162,entice,#interesting,#joyful,investment_return,reinforce_concrete,fish_lake,land_fish,catch_fish
3163,essential,#joyful,#admirable,strong_desire,needful,necessary,compel,requirement
3164,timidness,#interesting,#joyful,bashfully,timorousness,timidity,shyly,timidly
3165,sympathize_with,#interesting,#joyful,compassionateness,feel_for,condole_with,sympathize,commiserate
3166,frightful,#disgusting,#scared,dreaded,fearsome,frightening,horrendous,dire
3167,gouge,#scared,#disgusting,ding,force_out,extort,nick,dent
3168,easy_tear,#angry,#sad,spherical,seen_night_sky,fill_with_sand,round_shape,light_colored
3169,patriot,#interesting,#joyful,life,human_life,experience,sometimes_bad,human_experience
3170,singular_form,#interesting,#admirable,single,unit_of_measurement,singular,measurement_unit,item
3171,vice,#sad,#disgusting,bad_habit,smoke_cigarette,drink_alcohol,gambling_addiction,gambling
3172,frighten_off,#disgusting,#scared,scarily,scared,frighten_away,scare_away,scare_off
3173,resistance,#sad,#scared,quarrel,dispute,fight,siege,violence
3174,worrisome,#interesting,#joyful,disquieted,distressing,disturbing,perturbing,troubling
3175,stair_down,#joyful,#admirable,master_control,christian_fundamentalist,master,stair_rail,control
3176,tenderness,#interesting,#admirable,lovesome,affectionate,fond,hopeful,expectantly
3177,wear_shirt,#interesting,#joyful,clothes,piece_of_clothing,wear_clothes,fabric_shop,item_clothes
3178,smaller,#angry,#sad,numeral,list_number,lesser,measure_unit,two_halves
3179,large_body,#interesting,#admirable,water,make_up_water,cover_water,water_spill,adenozine
3180,want_join,#joyful,#admirable,know_result,carpal_tunnel_syndrome,become_excited,informative,beauty_world
3181,explain_idea,#joyful,#interesting,spread_idea,buy_stock,complete_task,complete_job,introspection
3182,unenviable,#sad,#disgusting,awkward,abash,embarrassingly,embarrassing,sheepish
3183,traveling_water,#admirable,#joyful,compete_others,recreation,fun_exercise,competition,get_physically_fit
3184,clear_head,#joyful,#interesting,clear_mind,feel_energized,reduce_stress,increase_energy,feel_better
3185,jailbird,#disgusting,#scared,captive,prisoner,imprisoned,convict,inmate
3186,expectant,#interesting,#joyful,expectantly,anticipant,anticipative,fevered,hectic
3187,patron,#interesting,#joyful,shopper,clerk,customer,vintner,hairdresser
3188,heavenly_body,#joyful,#admirable,celestial_body,around_earth,celestial_object,small_earth,crescent
3189,embarrassingly,#sad,#scared,awkward,abash,unenviable,embarrassing,sheepish
3190,unquestionable,#admirable,#interesting,unimpeachable,for_sure,mathematical,beyond_doubt,sure
3191,hold_liquor,#disgusting,#angry,like_beer,travel_fast_light,live_ocean,drink_alcohol,drink_sea_water
3192,luggage_trolley,#joyful,#admirable,porter,beverage_service,bar_service,concierge,minibar
3193,damsel,#scared,#disgusting,female_human,female_person,niece,female,woman
3194,quake,#sad,#scared,avalanche,tremor,rumble,electric_shock,bump
3195,basket_hilt,#angry,#sad,hold,grip,hilt,handle,handgrip
3196,citrus,#interesting,#admirable,citrus_fruit,orange_fruit,orange_color,hair_color,fruits
3197,discomfiture,#sad,#angry,disconcertion,untune,disconcertment,discomfit,discompose
3198,go_elsewhere,#joyful,#admirable,trucking,mobility,transport_person,car_travel,transportation
3199,season_food,#surprising,#admirable,hungry,prepare_breakfast,set_table,open_refrigerator,prepare_dinner
3200,corrector,#scared,#disgusting,protect_from_sun,shade,meaning,concealer,sunglasses
3201,pincer,#scared,#disgusting,claw,muzzle,tic,whisker,bed_bug
3202,need_communicate,#joyful,#interesting,send_card,send_flower,yearly_celebration,show_care,send_gift
3203,govern_nation,#admirable,#interesting,date_man,date_woman,voice_concern,carry_briefcase,captain_ship
3204,make_little_hungry,#interesting,#joyful,become_fat,stomach_ache,get_fat,feel_rejuvenated,feel_full
3205,reflecting,#scared,#disgusting,meditate,excogitate,ponder,think_over,chew_over
3206,writing_paper,#interesting,#joyful,photo_copy,color_paper,printing_paper,note_book,white_paper
3207,travel_kit,#interesting,#joyful,shave_kit,own_bathroom,hotel_bathroom,carton,beauty_parlor
3208,angle,#interesting,#admirable,incline_plane,mountain_side,facet,apex,height
3209,give_info,#interesting,#admirable,communication_method,information_source,comment,written_language,form_of_communication
3210,next_level,#joyful,#admirable,yardstick,level,scale,measure_tool,same_level
3211,alarmed,#sad,#scared,scared,horrify,appall,timidness,bashfully
3212,keep_record,#admirable,#interesting,cross_room,list_item,check_balance,strive,record
3213,captain_boat,#sad,#scared,welcome_friend,bicycle_across_town,mine_diamond,age_gracefully,dig_grave
3214,skip_work,#sad,#disgusting,skip_class,absent,gone,avoid_work,lazy
3215,cloth_material,#joyful,#admirable,soft_fabric,fabric_type,clothes_fabric,dry_clean,cloth_fabric
3216,come_decision,#joyful,#interesting,consider_fact,look_evidence,sit_jury,find_out_fact,make_decision
3217,romance_novel,#joyful,#admirable,biography,torah,literature,chapter,news_story
3218,frustrated,#angry,#sad,disappointed,defeatism,thwarted,foiled,discomfited
3219,direful,#sad,#scared,dire,fearsome,dreaded,frightening,horrendous
3220,spend_family_time,#interesting,#admirable,familial_relationship,spend_quality_time,family_relation,family_time,dad
3221,softheartedness,#interesting,#admirable,soft,softhearted,sympathetically,empathetically,empathic
3222,present,#interesting,#admirable,birthday_gift,surprise,gift,birthday,holiday
3223,abandoned,#scared,#disgusting,give_up,forsake,desolate,derelict,deserted
3224,require_good_health,#joyful,#interesting,harvest_fall,mall,find_mall,eaten,grown_soil
3225,chat_friend,#surprising,#admirable,conversation,take_phone_call,communicate,talk_far_away,chat
3226,crowd_elevator,#sad,#disgusting,position_furniture,explain_everything,forward_email,rush_job,stand_alone
3227,antsy,#sad,#scared,fretful,fidgetiness,fidgety,stewing,impatiently
3228,tell_many_person,#interesting,#joyful,express_information,illustrate_point,talk_far_away,express_oneself,communicate
3229,recollection,#admirable,#interesting,recall,think,brain_function,brain_activity,memory
3230,earnestly,#interesting,#joyful,seriously,devout,earnestness,seriousness,in_earnest
3231,coincidence,#surprising,#admirable,character_play,math_homework,sign_autograph,role,write
3232,play_part,#joyful,#admirable,act_part,part_of_play,role_play,part_of_movie,stage_play
3233,incendiary,#disgusting,#scared,flame,combustible,dangerous,flammable,heat
3234,scared,#sad,#scared,scarily,frighten_away,scare_away,frighten_off,scare_off
3235,sweat,#interesting,#joyful,heavy_breathe,tired_leg,pull_muscle,get_tired,breathlessness
3236,loner,#sad,#scared,significance,oneself,alone,membership,number_person
3237,become_drunk,#angry,#disgusting,act_stupid,drunkenness,get_wasted,hangover,intoxication
3238,put_uniform,#joyful,#admirable,go_to_work,respect,gain_respect,respect_law,respect_authority
3239,wear_sunscreen,#interesting,#joyful,sunscreen,sunblock,go_to_beach,sunny_day,summertime
3240,dynamite,#scared,#disgusting,bomb,explosive,nuclear_bomb,projectile,aerial_bomb
3241,squeeze,#interesting,#admirable,choose_color,charge_credit_card,sit_toilet,ship_goods,group_object
3242,eagerness,#joyful,#admirable,eagerly,avidity,thirstily,avidness,zest
3243,narcotic,#scared,#disgusting,sleep_drug,palliative,ibuprofen,analgesic,phenobarbital
3244,hormone,#interesting,#joyful,feeling,32_teeth,gone_moon,competitive_nature,two_ears
3245,kill_specific_group,#sad,#disgusting,bicycle_across_town,hurt_animal,mine_diamond,dig_grave,age_gracefully
3246,tired,#interesting,#joyful,hard_day_at_work,lack_of_sleep,sleepy,need_to_rest,sleepiness
3247,make_ball,#interesting,#joyful,make_coat,tie,overcoat,make_out_leather,t-shirt
3248,harvest_fall,#joyful,#admirable,find_mall,fall,require_good_health,eaten,grown_soil
3249,specialist,#interesting,#admirable,connoisseur,surgeon,physician,accomplice,medical_person
3250,reporter,#joyful,#interesting,architect,public_servant,manager,hero,construction_worker
3251,hold,#joyful,#interesting,grasp,hold_object,retain,grab,hold_onto
3252,hot,#disgusting,#scared,heat,hot_weather,hotness,hot_temperature,high_temperature
3253,customer_service,#interesting,#admirable,come_warranty,make_comparison,guest_service,put_pocket,see_action
3254,spotless,#scared,#disgusting,spic-and-span,spick-and-span,spic,immaculate,speckless
3255,obdurate,#scared,#disgusting,unrepentant,obstinate,flint,flinty,cussed
3256,whip,#interesting,#joyful,type_of_bow,chisel,baton,arrow,bow
3257,form_of_transportation,#interesting,#admirable,mode_transportation,machine_transportation,long_car,car_truck,means_of_transportation
3258,road_block,#angry,#disgusting,traffic,congestion,block_road,traffic_congestion,stop
3259,cold_air,#joyful,#interesting,dew,fog,spray,sleet,cloudy
3260,land_sea,#joyful,#admirable,vast,along_beach,near_beach,big_blue,full_water
3261,bake_cookie,#surprising,#joyful,make_flour,bake_bread,bake_food,bake,pot_roast
3262,school_system,#admirable,#interesting,school,time_waster,class,college,college_class
3263,broody,#joyful,#interesting,pondering,cogitative,contemplative,meditative,think
3264,cross_room,#interesting,#admirable,keep_record,list_item,check_balance,strive,record
3265,object,#interesting,#admirable,thing,build_block,solid,six_sides,item
3266,guitar_string,#interesting,#admirable,music_sound,musical_sound,piece_of_music,musical_term,music_note
3267,wild_nature,#interesting,#admirable,plato,brown_hair,natural_world,feature,stick_out
3268,hat_shop,#angry,#disgusting,furniture_shop,chest,nervous_system,crotch,skeleton
3269,black_stuff,#sad,#disgusting,ethnicity,paint_nail,black_teeth,burnt,racism
3270,release,#interesting,#joyful,release_energy,release_stress,release_tension,liberation,relief
3271,require,#interesting,#admirable,needful,necessary,compel,requirement,strong_desire
3272,write_essay,#interesting,#joyful,chew_pencil,get_nervous,write_word,write_down,take_note_class
3273,pity,#sad,#angry,shame,compassion,commiseration,remorse,mercy
3274,accident,#scared,#disgusting,automobile_accident,hit_car,crash_tree,use_brake,crash_car
3275,pith,#disgusting,#angry,marrow,kernel,centre,core,substance
3276,genus,#joyful,#interesting,centerfold,fairy,honey_bee,infant,dove
3277,get_close,#joyful,#interesting,express_appreciation,get_know_better,comedian,spread_happiness,make_laugh
3278,bus_table,#sad,#scared,work_team,dress_oneself,move_furniture,lend_hand,win_award
3279,impeding,#angry,#sad,obturate,occlude,hinder,impede,obstruct
3280,watch_others,#interesting,#joyful,meditate,listen_sermon,conserve_energy,fall_asleep,work_pile_up
3281,style_hair,#interesting,#admirable,new_hair_style,personal_groom,fix_hair,change_hair_style,haircut
3282,succeeding,#joyful,#admirable,consecutive,ensuing,following,undermentioned,prosper
3283,disagreement,#sad,#disgusting,argue,rival,antagonist,opposition,anti
3284,leg_hurt,#sad,#disgusting,become_exhausted,get_injured,sprain_ankle,cramp,pull_muscle
3285,old,#sad,#scared,elderly,grumpy,age,ancient,get_old
3286,think_ahead,#interesting,#joyful,move_pawn,prioritize,ponder,think_hard,think_creatively
3287,focus_attention,#admirable,#interesting,use_brain,think_hard,ponder,figure_out,reach_conclusion
3288,think_say,#interesting,#joyful,speak_up,use_language,think_first,know_talk,choose_topic
3289,squalid,#angry,#sad,flyblown,seamy,seedy,sordid,sleazy
3290,gibbering,#scared,#disgusting,prate,tittle-tattle,palaver,piffle,chatter
3291,smelt,#scared,#disgusting,smell,reek,smack,smell_out,sense
3292,floor,#interesting,#admirable,rug,carpet,mat,thick_hair,floor_cover
3293,smell,#joyful,#admirable,fragrance,scent,aroma,smell_flower,smell_good
3294,find_pawnshop,#surprising,#joyful,watch,stopwatch,timepiece,wristwatch,clock
3295,male_parent,#interesting,#admirable,male_relative,special_person,family_member,mother_brother,family_relationship_term
3296,push,#interesting,#admirable,motion,tow,revolve,haul,lunge
3297,qualm,#sad,#scared,misgiving,scruple,insecurely,insecurity,insecure
3298,work_pile_up,#interesting,#joyful,snowed_in,miss_work,restless,feel_little_tired,take_nap
3299,navigable,#angry,#disgusting,passable,negotiable,surmountable,climbable,traversable
3300,rapturous,#admirable,#joyful,joyful,ecstatic,enraptured,joyous,rapt
3301,several_types,#joyful,#interesting,many_types,copper_wire,gas_stove,tape_player,control_room
3302,letter_opener,#interesting,#joyful,thumb_tack,pin_up_girl,glue_stick,push_pin,pair_of_scissors
3303,use_electricity,#interesting,#joyful,change_channel,see_commercial,tell_friend,kill_brain_cell,drink_soda
3304,color_rainbow,#interesting,#admirable,colorful,color,bright_color,happiness,primary_color
3305,funeral,#sad,#scared,graveyard,tombstone,cemetery,burial,underworld
3306,operate_computer,#surprising,#admirable,browse_web,entertainment,kill_time,research,surf_net
3307,sex_toy,#angry,#disgusting,duvet_cover,pillow_case,pillowcase,homosexual,t_shirt
3308,pushpin,#scared,#disgusting,aspirin,scalpel,ibuprofen,capsule,palliative
3309,write_email,#interesting,#admirable,use_technology,use_computer,write,email,surf_internet
3310,suspension_bridge,#joyful,#interesting,bridge,under_bridge,golden_gate_bridge,side_road,roadside
3311,click_link,#surprising,#admirable,write_email,learn_program,learn_program_language,learn_computer_language,find_porn
3312,cash_pay,#joyful,#interesting,give_money,work_for_money,pay_money,extra_money,money_earn
3313,laundry,#interesting,#joyful,clean_clothes,basket_laundry,laundry_detergent,clothes_hanger,buy_wash_powder
3314,tiny_amount,#interesting,#joyful,sting,tidbit,nip,bite,piece
3315,tool_shed,#interesting,#joyful,tool,garage,hardware_store,tool_belt,utility_room
3316,delight_sense,#joyful,#interesting,sound_good,great_joy,feel_refreshed,happiness,self_satisfaction
3317,shuddery,#sad,#disgusting,chilling,shivery,apprehension,apprehensiveness,scare_off
3318,relegate,#angry,#disgusting,submit,bump,break,pass_on,demote
3319,yawning,#scared,#disgusting,oscitancy,oscitance,gape,oscitant,drowsy
3320,ketchup,#joyful,#admirable,cottage_cheese,blackberry,dairy_product,drinkable,savory
3321,medical_condition,#sad,#scared,electric_current,human_condition,sometimes_painful,ailment,difficult_problem
3322,sexually,#interesting,#joyful,smart_man,husband_wife,gender,voyeur,wear_sunglasses
3323,enjoy_view,#surprising,#joyful,stop_traffic_light,flat_tire,crash_tree,hit_tree,stop_stop_sign
3324,text_book,#interesting,#joyful,note_book,classroom_chair,learn_tool,atheist,lecturer
3325,resolve_problem,#joyful,#interesting,arrive_conclusion,figure_out,come_conclusion,study_fact,come_up_idea
3326,set_off,#disgusting,#scared,sensationalistic,scandalmongering,sensational,sensationally,fire_up
3327,realization,#interesting,#admirable,innovation,figure_out,come_conclusion,arrive_conclusion,resolve_problem
3328,cower,#sad,#scared,creeps,cringe,grovel,creep,hysterically
3329,sac,#sad,#scared,money_transfer,business,income,finance,revenue
3330,foiled,#sad,#angry,disappointed,defeatism,thwarted,frustrated,discomfited
3331,flatness,#sad,#angry,swamp,boring,flat_tire,flat_foot,small_breast
3332,sap,#scared,#disgusting,tomfool,fool,cosh,blackjack,muggins
3333,butterfly,#scared,#disgusting,wasp,moth,parrot,beetle,falcon
3334,write_law,#interesting,#admirable,president,chief,respect,act_wisely,major
3335,hot_table,#joyful,#interesting,good_meal,chef_special,special,plate_silverware,chopstick
3336,cloak,#angry,#disgusting,winter_clothes,outerwear,coat,jacket,shirt
3337,spend_quality_time,#interesting,#admirable,familial_relationship,spend_family_time,family_relation,family_time,dad
3338,outlet,#scared,#sad,shopping_area,sour_cream,leave_over,hand_print,taffy
3339,ball_bounce,#interesting,#joyful,ball,bounce,football,soccer,basketball
3340,internet_site,#joyful,#interesting,liquor_store,tavern,pub,bar,club
3341,spare,#interesting,#joyful,extra,rest,fresh,catch_breath,relief
3342,spark,#joyful,#interesting,flame,fire,heat_light,rapid_oxidation,huge_fire
3343,reconcile,#sad,#disgusting,pacify,appease,placate,propitiate,resignedly
3344,highly_strung,#sad,#scared,high-strung,uptight,restive,overstrung,nervy
3345,reflective,#interesting,#admirable,chill,tender,stimulate,sensationally,sensational
3346,die_out,#scared,#disgusting,burn_house,destroy_home,kill_life,extinguish,warm_hand
3347,jitteriness,#sad,#scared,restiveness,jumpiness,restive,nervy,jumpy
3348,human_truthful,#sad,#scared,doctor,nurse,medical_person,surgeon,doctor_surgery
3349,caterpillar,#angry,#disgusting,moth,mole_cricket,gypsy_moth,japanese_beetle,cucumber_beetle
3350,grumpy,#angry,#sad,elderly,old,age,ancient,get_old
3351,inside_head,#interesting,#admirable,cranium,head,skull,hold_brain,face
3352,amalgamate,#disgusting,#scared,mingle,coalesced,commix,mix,unify
3353,slimy,#disgusting,#scared,unworthy,despicable,ugly,slimed,vile
3354,kill_brain_cell,#surprising,#joyful,eat_popcorn,cry,enjoy_show,change_channel,entertain
3355,pass_examination,#joyful,#admirable,get_qualification,prove_knowledge,prove_learn,complete_course,test_knowledge
3356,discomposure,#sad,#angry,disconcertion,untune,disconcertment,discomfiture,discomfit
3357,auditorium,#joyful,#surprising,theater,lecture_theater,tv_studio,movie_theater,opus
3358,repeat_action,#interesting,#admirable,turn_away,shine_light,spring_up,repeat,like_boy
3359,power,#interesting,#admirable,force,like_electricity,increase_tax,form_of_energy,watt
3360,tumor,#sad,#disgusting,loss_oflife,chest_pain,die,death,end_life
3361,mealy,#scared,#disgusting,coarse-grained,gritty,grainy,farinaceous,granular
3362,ask_nicely,#interesting,#admirable,question_ask,ask_politely,resume,obligation,animal_person
3363,know_like,#joyful,#interesting,find_out_want,go_shopping,drive_to_store,go_department_store,buy_diamond_ring
3364,panicked,#sad,#scared,panic-struck,panic-stricken,panicky,terrified,frightened
3365,like_play_game,#interesting,#joyful,field_ball,roll_downhill,run_around,drive_crazy,like_boy
3366,hearth,#sad,#scared,residence,no_place,domicile,live_area,dwell_place
3367,greenhouse_gas,#sad,#disgusting,pollution,smog,unhealthy,bad_habit,lung_cancer
3368,disgraceful,#sad,#angry,shameful,dishonorably,inglorious,dishonored,woebegone
3369,seriousness,#sad,#scared,seriously,devout,earnestness,earnestly,in_earnest
3370,carry_home,#sad,#scared,pay_dinner,go_debt,count_change,gain_interest,receive_change
3371,listen_speaker,#joyful,#interesting,offer_opinion,review_material,inform,pay_attention,know_subject
3372,instigate,#joyful,#interesting,start,begin,initiate,launch,institute
3373,phone_ring,#surprising,#joyful,busy_signal,telephone_ring,dial_phone,converse,speak_loudly
3374,buzzing,#scared,#disgusting,bombinate,bombilate,hum,seethe,abuzz
3375,twelve_inch,#interesting,#joyful,sole,type_of_shoes,foot,foot_part,heel
3376,young_lady,#interesting,#admirable,young_woman,sexy,beauty,human_being,miss
3377,think_hard,#interesting,#joyful,use_brain,focus_attention,ponder,figure_out,reach_conclusion
3378,nest_table,#joyful,#interesting,cork,rod,beam,wand,i-beam
3379,mall,#interesting,#admirable,harvest_fall,find_mall,require_good_health,eaten,grown_soil
3380,diffidently,#sad,#scared,self-distrust,self-doubt,diffidence,shyness,hardheartedness
3381,supercilious,#scared,#disgusting,imperious,haughty,disdainful,lordly,overbearing
3382,self_adhesive_label,#interesting,#joyful,paper_punch,intern,memo_pad,notepad,paper_clip
3383,different_day,#scared,#disgusting,get_out_of_bed,find_job,hard_work,work_oneself,start_new_day
3384,cook_curry,#joyful,#surprising,make_bread,cook_dinner,cook_meal,curry_powder,follow_recipe
3385,rock_chair,#sad,#scared,sofa_bed,armchair,sofa_hide_bed,chair,club_chair
3386,reticent,#scared,#sad,retiring,restrained,unemotional,untalkative,self-effacing
3387,see_someone_play_game,#joyful,#admirable,manga,cartoon,radio-control_helicopter,beat_off,anime
3388,look_clue,#admirable,#interesting,think_past,figure_out,consider_option,gather_fact,resolve_problem
3389,get_fight,#disgusting,#angry,lose_sleep,lose_temper,tension,make_error,call_name
3390,major,#joyful,#admirable,president,chief,respect,act_wisely,write_law
3391,winter_boot,#interesting,#admirable,foot,warm_foot,footwear,winter_sock,warm
3392,basic_food,#joyful,#admirable,starchy_food,staple_food,whole_grain,crust,yeast
3393,wooden_duck,#joyful,#admirable,chainsaw,angle_grinder,sword,cannon,handgun
3394,make_milk,#interesting,#joyful,bovine,good_friend,like_girl,barn_animal,produce_milk
3395,small_man,#interesting,#admirable,masculine,gender,hold_child,female_person,male_person
3396,leg_cramp,#sad,#disgusting,breathlessness,get_out_breath,shortness_breath,run_out_breath,become_tired
3397,computer_application,#interesting,#admirable,form_of_communication,medium,grammar_part,show_how,unit_language
3398,tiny_speck,#admirable,#joyful,small_fly,tiny_insect,small_bug,tiny,small_insect
3399,shivery,#sad,#scared,chilling,shuddery,apprehension,apprehensiveness,scare_off
3400,young_horse,#interesting,#joyful,horse,sprinter,great_dane,mule,ride_horse
3401,lie_floor,#interesting,#admirable,live_apartment,group_object,lean_against,hurt_animal,eat_animal
3402,computer_user,#interesting,#admirable,computer,engineer,user,internet_user,computer_software
3403,beat_egg,#joyful,#surprising,scrumble_egg,heat_meal,pan,breakfast,food
3404,dependent,#scared,#disgusting,qualified,subordinate,pendant,subject,hooked
3405,frightening,#disgusting,#scared,dire,fearsome,dreaded,direful,horrendous
3406,measure_length,#interesting,#admirable,length_measurement,measure,meter,size_up,measurement_unit
3407,take_revenge,#interesting,#joyful,revenge,experience_emotion,even_out,vengeful,waste_time
3408,currently,#interesting,#admirable,feel_presence,instant,person,make_effort,presence
3409,type_of_paper,#interesting,#admirable,grade_paper,use_ink,pencil_mark,make_newspaper,readable
3410,timorous,#interesting,#joyful,timorously,trepid,trepidly,trepidation,presentiment
3411,jump_off_cliff,#scared,#disgusting,apnea,drug_addiction,eat_poison,drunk_drive,execute
3412,skin_care_article,#surprising,#joyful,clipper,double_edge_razor,thumb_tack,pair_of_scissors,birth_control_pill
3413,use_remote_control,#interesting,#joyful,view_movie,press_play,rewind,jitters,read_credit
3414,mechanical_pencil,#interesting,#joyful,marker,stamp_pad,pen,graphite_pencil,memo_pad
3415,brother_sister,#interesting,#admirable,mom_dad,female_sibling,cousin,mother_father,relation
3416,paper_crumple,#interesting,#joyful,talk,party,say_word,communicate,speak
3417,aroma,#joyful,#admirable,odor,fragrance,scent,smell_good,good_smell
3418,move_furniture,#joyful,#surprising,work_team,dress_oneself,bus_table,lend_hand,win_award
3419,quest,#surprising,#admirable,journey,adventure,navigate,find,travel
3420,chair_committee,#sad,#disgusting,voice_concern,sail_around_world,age_gracefully,lose_key,storm_out_room
3421,use_television,#interesting,#admirable,record_film,proof_of_purchase,watch_television,store_film,view_video
3422,cocktail_cabinet,#joyful,#interesting,rest_room,stool,chair,coffee_table,bar_stool
3423,diagnose_illness,#scared,#disgusting,check_health,determine_health,stay_well,maintain_health,eat_well
3424,garbage,#sad,#disgusting,store_trash,trash,hold_trash,rubbish,put_trash
3425,family_history,#interesting,#joyful,headstone,graveyard,show_how,family,death_place
3426,submit,#interesting,#joyful,submission,submissive,lose_war,lose_battle,obey
3427,custom,#joyful,#admirable,care_person,ceremony,religious_event,ritual,tradition
3428,lithe,#scared,#disgusting,sylphlike,supple,lissom,slender,svelte
3429,fill_with_sand,#angry,#sad,circle_shape,ball_shape,round_shape,seen_night_sky,round
3430,instinct,#disgusting,#scared,get_burnt,overeat,create_smoke,animal_instinct,rapid_oxidation
3431,ocean_movement,#interesting,#joyful,sea_movement,fast_water,water_movement,ebb,water_motion
3432,relate_person,#interesting,#admirable,parent_child,kin,mom_dad,brother_sister,father_son
3433,everyone_know,#sad,#scared,well_known,newscaster,famous,tell_everyone,advise
3434,catch_bass,#angry,#disgusting,catch_catfish,experience_joy,fish_trout,fish_compliment,catch_butterfly
3435,put_feet_up,#surprising,#joyful,drink_coffee,drink_cup_coffee,cafe,drink_soda,fall_asleep
3436,gossip,#angry,#disgusting,exchange_idea,exchange_information,share_information,give_information,express_opinion
